id,DT,NFC,SM
P-1645,0.01,0.67,0.06
P-1646,0.01,0.37,0.12
P-1647,0.01,0.47,0.20
P-1648,0.01,0.44,0.09
P-1649,0.01,0.51,0.10
P-1650,0.01,0.68,0.19
P-1651,0.01,0.74,0.14
P-1652,0.01,0.50,0.37
P-1653,0.01,0.49,0.14
P-1654,0.01,0.41,0.30
P-1655,0.01,0.61,0.12
P-1656,0.01,0.48,0.16
P-1657,0.01,0.43,0.24
P-1658,0.01,0.41,0.15
P-1659,0.01,0.58,0.38
P-1660,0.01,0.48,0.46
P-1661,0.01,0.46,0.21
P-1662,0.01,0.50,0.09
P-1663,0.01,0.56,0.15
P-1664,0.01,0.30,0.02
P-1665,0.01,0.47,0.12
P-1666,0.01,0.61,0.15
P-1667,0.01,0.67,0.35
P-1668,0.01,0.47,0.08
P-1669,0.01,0.40,0.01
P-1670,0.01,0.57,0.22
P-1671,0.01,0.49,0.21
P-1672,0.01,0.53,0.13
P-1673,0.01,0.71,0.32
P-1674,0.01,0.43,0.12
P-1675,0.01,0.29,0.01
P-1676,0.01,0.24,0.01
P-1677,0.01,0.59,0.02
P-1678,0.01,0.57,0.19
P-1679,0.01,0.36,0.01
P-1680,0.01,0.72,0.07
P-1681,0.01,0.12,0.20
P-1682,0.01,0.57,0.08
P-1683,0.01,0.49,0.48
P-1684,0.01,0.51,0.02
P-1685,0.01,0.62,0.39
P-1686,0.01,0.61,0.34
P-1687,0.01,0.52,0.17
P-1688,0.01,0.49,0.16
P-1689,0.01,0.48,0.13
P-1690,0.01,0.48,0.24
P-1691,0.01,0.26,0.05
P-1692,0.01,0.66,0.29
P-1693,0.01,0.50,0.16
P-1694,0.01,0.51,0.18
P-1695,0.01,0.64,0.20
P-1696,0.01,0.48,0.02
P-1697,0.01,0.20,0.12
P-1698,0.01,0.56,0.14
P-1699,0.01,0.59,0.14
P-1700,0.01,0.62,0.44
P-1701,0.01,0.61,0.16
P-1702,0.01,0.62,0.32
P-1703,0.01,0.59,0.16
P-1704,0.01,0.51,0.30
P-1705,0.01,0.62,0.18
P-1706,0.01,0.45,0.01
P-1707,0.01,0.73,0.14
P-1708,0.01,0.73,0.29
P-1709,0.01,0.53,0.27
P-1710,0.01,0.69,0.35
P-1711,0.01,0.59,0.25
P-1712,0.01,0.35,0.13
P-1713,0.01,0.49,0.21
P-1714,0.01,0.57,0.29
P-1715,0.01,0.49,0.17
P-1716,0.01,0.36,0.01
P-1717,0.01,0.64,0.63
P-1718,0.01,0.44,0.02
P-1719,0.01,0.39,0.13
P-1720,0.01,0.53,0.37
P-1721,0.01,0.50,0.06
P-1722,0.01,0.35,0.22
P-1723,0.01,0.73,0.16
P-1724,0.01,0.29,0.21
P-1725,0.01,0.51,0.35
P-1726,0.01,0.49,0.25
P-1727,0.01,0.47,0.06
P-1728,0.01,0.53,0.19
P-1729,0.01,0.57,0.20
P-1730,0.01,0.30,0.22
P-1731,0.01,0.56,0.35
P-1732,0.01,0.41,0.14
P-1733,0.01,0.68,0.24
P-1734,0.01,0.36,0.17
P-1735,0.01,0.62,0.32
P-1736,0.01,0.70,0.32
P-1737,0.01,0.43,0.33
P-1738,0.01,0.56,0.27
P-1739,0.01,0.69,0.02
P-1740,0.01,0.54,0.40
P-1741,0.01,0.48,0.36
P-1742,0.01,0.74,0.15
P-1743,0.01,0.27,0.02
P-1744,0.01,0.37,0.36
P-1745,0.01,0.43,0.29
P-1746,0.01,0.33,0.24
P-1747,0.01,0.49,0.32
P-1748,0.01,0.60,0.25
P-1749,0.01,0.34,0.08
P-1750,0.01,0.39,0.20
P-1751,0.01,0.48,0.01
P-1752,0.01,0.80,0.34
P-1753,0.01,0.61,0.30
P-1754,0.01,0.39,0.01
P-1755,0.01,0.60,0.07
P-1756,0.01,0.56,0.35
P-1757,0.01,0.46,0.18
P-1758,0.01,0.67,0.11
P-1759,0.01,0.39,0.16
P-1760,0.01,0.51,0.01
P-1761,0.01,0.31,0.04
P-1762,0.01,0.68,0.41
P-1763,0.01,0.77,0.30
P-1764,0.01,0.49,0.26
P-1765,0.01,0.66,0.11
P-1766,0.01,0.61,0.48
P-1767,0.01,0.74,0.26
P-1768,0.01,0.60,0.15
P-1769,0.01,0.30,0.06
P-1770,0.01,0.53,0.18
P-1771,0.01,0.52,0.15
P-1772,0.01,0.55,0.39
P-1773,0.08,0.42,0.19
P-1774,0.01,0.56,0.18
P-1775,0.01,0.63,0.22
P-1776,0.01,0.40,0.10
P-1777,0.01,0.46,0.35
P-1778,0.01,0.65,0.01
P-1779,0.01,0.36,0.23
P-1780,0.01,0.56,0.29
P-1781,0.01,0.33,0.30
P-1782,0.01,0.57,0.27
P-1783,0.01,0.48,0.26
P-1784,0.01,0.53,0.10
P-1785,0.01,0.43,0.18
P-1786,0.01,0.54,0.33
P-1787,0.01,0.65,0.25
P-1788,0.01,0.59,0.21
P-1789,0.01,0.44,0.26
P-1790,0.01,0.64,0.14
P-1791,0.01,0.53,0.47
P-1792,0.01,0.40,0.19
P-1793,0.01,0.48,0.22
P-1794,0.01,0.35,0.27
P-1795,0.01,0.69,0.25
P-1796,0.01,0.57,0.01
P-1797,0.01,0.53,0.23
P-1798,0.01,0.49,0.46
P-1799,0.01,0.57,0.23
P-1800,0.01,0.65,0.22
P-1801,0.01,0.58,0.35
P-1802,0.01,0.52,0.32
P-1803,0.01,0.42,0.17
P-1804,0.01,0.74,0.17
P-1805,0.01,0.41,0.04
P-1806,0.01,0.33,0.08
P-1807,0.01,0.38,0.01
P-1808,0.01,0.37,0.01
P-1809,0.01,0.23,0.01
P-1810,0.01,0.52,0.15
P-1811,0.01,0.41,0.05
P-1812,0.01,0.53,0.20
P-1813,0.01,0.35,0.01
P-1814,0.01,0.60,0.17
P-1815,0.01,0.41,0.12
P-1816,0.01,0.40,0.01
P-1817,0.01,0.54,0.33
P-1818,0.01,0.55,0.27
P-1819,0.01,0.71,0.33
P-1820,0.01,0.70,0.29
P-1821,0.01,0.64,0.22
P-1822,0.01,0.36,0.19
P-1823,0.01,0.65,0.25
P-1824,0.01,0.46,0.29
P-1825,0.01,0.49,0.20
P-1826,0.01,0.41,0.16
P-1827,0.01,0.44,0.34
P-1828,0.01,0.40,0.26
P-1829,0.01,0.43,0.15
P-1830,0.01,0.49,0.28
P-1831,0.01,0.57,0.31
P-1832,0.01,0.50,0.24
P-1833,0.01,0.81,0.03
P-1834,0.01,0.53,0.02
P-1835,0.01,0.33,0.23
P-1836,0.01,0.44,0.35
P-1837,0.01,0.51,0.12
P-1838,0.01,0.29,0.24
P-1839,0.01,0.61,0.01
P-1840,0.01,0.43,0.05
P-1841,0.01,0.47,0.11
P-1842,0.01,0.45,0.01
P-1843,0.01,0.53,0.20
P-1844,0.01,0.54,0.33
P-1845,0.01,0.68,0.28
P-1846,0.01,0.79,0.31
P-1847,0.01,0.31,0.29
P-1848,0.01,0.63,0.15
P-1849,0.01,0.52,0.20
P-1850,0.01,0.44,0.37
P-1851,0.01,0.56,0.08
P-1852,0.01,0.52,0.19
P-1853,0.01,0.36,0.09
P-1854,0.01,0.42,0.16
P-1855,0.01,0.38,0.22
P-1856,0.01,0.36,0.36
P-1857,0.01,0.58,0.02
P-1858,0.01,0.80,0.30
P-1859,0.01,0.39,0.22
P-1860,0.01,0.29,0.01
P-1861,0.01,0.49,0.23
P-1862,0.01,0.91,0.30
P-1863,0.01,0.50,0.03
P-1864,0.01,0.24,0.12
P-1865,0.01,0.27,0.13
P-1866,0.04,0.40,0.33
P-1867,0.11,0.30,0.32
P-1868,0.01,0.22,0.01
P-1869,0.01,0.60,0.42
P-1870,0.01,0.80,0.16
P-1871,0.01,0.66,0.20
P-1872,0.01,0.47,0.16
P-1873,0.01,0.67,0.54
P-1874,0.01,0.53,0.32
P-1875,0.01,0.59,0.09
P-1876,0.01,0.60,0.22
P-1877,0.01,0.52,0.09
P-1878,0.01,0.24,0.11
P-1879,0.01,0.40,0.15
P-1880,0.08,0.38,0.27
P-1881,0.01,0.31,0.19
P-1882,0.01,0.64,0.20
P-1883,0.01,0.59,0.23
P-1884,0.01,0.24,0.08
P-1885,0.01,0.47,0.10
P-1886,0.01,0.50,0.22
P-1887,0.01,0.42,0.12
P-1888,0.01,0.59,0.34
P-1889,0.01,0.46,0.16
P-1890,0.01,0.55,0.11
P-1891,0.01,0.44,0.09
P-1892,0.01,0.62,0.11
P-1893,0.01,0.46,0.02
P-1894,0.01,0.59,0.38
P-1895,0.01,0.58,0.22
P-1896,0.01,0.21,0.07
P-1897,0.01,0.32,0.45
P-1898,0.01,0.68,0.14
P-1899,0.01,0.61,0.08
P-1900,0.01,0.22,0.15
P-1901,0.01,0.56,0.42
P-1902,0.01,0.34,0.16
P-1903,0.01,0.45,0.14
P-1904,0.01,0.52,0.13
P-1905,0.01,0.58,0.23
P-1906,0.01,0.78,0.38
P-1907,0.01,0.62,0.32
P-1908,0.01,0.54,0.37
P-1909,0.01,0.57,0.12
P-1910,0.01,0.42,0.05
P-1911,0.01,0.63,0.15
P-1912,0.01,0.54,0.04
P-1913,0.01,0.24,0.10
P-1914,0.01,0.59,0.08
P-1915,0.01,0.59,0.20
P-1916,0.01,0.22,0.01
P-1917,0.01,0.44,0.19
P-1918,0.01,0.62,0.25
P-1919,0.01,0.60,0.02
P-1920,0.01,0.56,0.12
P-1921,0.01,0.39,0.21
P-1922,0.01,0.72,0.45
P-1923,0.01,0.70,0.13
P-1924,0.01,0.59,0.40
P-1925,0.08,0.36,0.04
P-1926,0.01,0.63,0.43
P-1927,0.01,0.54,0.11
P-1928,0.01,0.80,0.32
P-1929,0.01,0.40,0.23
P-1930,0.01,0.42,0.26
P-1931,0.01,0.52,0.20
P-1932,0.01,0.44,0.12
P-1933,0.08,0.44,0.02
P-1934,0.01,0.62,0.29
P-1935,0.01,0.47,0.34
P-1936,0.01,0.69,0.40
P-1937,0.01,0.49,0.05
P-1938,0.01,0.57,0.19
P-1939,0.01,0.36,0.22
P-1940,0.01,0.63,0.30
P-1941,0.01,0.62,0.38
P-1942,0.01,0.48,0.18
P-1943,0.01,0.51,0.28
P-1944,0.01,0.48,0.08
P-1945,0.01,0.25,0.15
P-1946,0.01,0.55,0.26
P-1947,0.01,0.61,0.08
P-1948,0.01,0.75,0.26
P-1949,0.01,0.41,0.10
P-1950,0.01,0.51,0.17
P-1951,0.01,0.18,0.15
P-1952,0.01,0.42,0.04
P-1953,0.01,0.30,0.09
P-1954,0.01,0.61,0.29
P-1955,0.01,0.48,0.35
P-1956,0.01,0.45,0.49
P-1957,0.01,0.49,0.01
P-1958,0.01,0.42,0.12
P-1959,0.01,0.58,0.22
P-1960,0.01,0.38,0.01
P-1961,0.01,0.41,0.25
P-1962,0.01,0.38,0.01
P-1963,0.01,0.45,0.15
P-1964,0.01,0.19,0.01
P-1965,0.01,0.49,0.11
P-1966,0.01,0.43,0.15
P-1967,0.01,0.41,0.12
P-1968,0.01,0.63,0.13
P-1969,0.01,0.55,0.20
P-1970,0.01,0.76,0.08
P-1971,0.01,0.32,0.38
P-1972,0.01,0.42,0.29
P-1973,0.01,0.60,0.44
P-1974,0.01,0.44,0.01
P-1975,0.01,0.38,0.53
P-1976,0.01,0.55,0.22
P-1977,0.11,0.29,0.11
P-1978,0.01,0.59,0.12
P-1979,0.01,0.28,0.12
P-1980,0.01,0.36,0.02
P-1981,0.01,0.61,0.37
P-1982,0.01,0.50,0.34
P-1983,0.01,0.68,0.48
P-1984,0.01,0.45,0.05
P-1985,0.01,0.39,0.01
P-1986,0.01,0.31,0.05
P-1987,0.01,0.50,0.08
P-1988,0.01,0.53,0.33
P-1989,0.01,0.69,0.29
P-1990,0.01,0.38,0.11
P-1991,0.01,0.57,0.18
P-1992,0.01,0.47,0.01
P-1993,0.01,0.61,0.12
P-1994,0.01,0.65,0.20
P-1995,0.01,0.43,0.22
P-1996,0.01,0.52,0.43
P-1997,0.01,0.58,0.23
P-1998,0.01,0.41,0.27
P-1999,0.01,0.55,0.17
P-2000,0.01,0.25,0.25
P-2001,0.01,0.46,0.21
P-2002,0.01,0.57,0.01
P-2003,0.01,0.80,0.25
P-2004,0.01,0.54,0.08
P-2005,0.01,0.62,0.22
P-2006,0.01,0.72,0.07
P-2007,0.01,0.74,0.14
P-2008,0.01,0.31,0.02
P-2009,0.01,0.49,0.18
P-2010,0.01,0.73,0.35
P-2011,0.01,0.45,0.02
P-2012,0.01,0.28,0.40
P-2013,0.01,0.52,0.24
P-2014,0.01,0.55,0.21
P-2015,0.01,0.68,0.27
P-2016,0.01,0.47,0.31
P-2017,0.01,0.40,0.20
P-2018,0.01,0.69,0.01
P-2019,0.01,0.61,0.26
P-2020,0.01,0.54,0.28
P-2021,0.01,0.20,0.01
P-2022,0.01,0.69,0.44
P-2023,0.01,0.45,0.15
P-2024,0.01,0.52,0.35
P-2025,0.01,0.18,0.01
P-2026,0.01,0.34,0.16
P-2027,0.01,0.74,0.01
P-2028,0.01,0.43,0.41
P-2029,0.01,0.55,0.22
P-2030,0.01,0.61,0.03
P-2031,0.01,0.52,0.31
P-2032,0.01,0.62,0.28
P-2033,0.01,0.18,0.01
P-2034,0.01,0.55,0.16
P-2035,0.01,0.58,0.17
P-2036,0.01,0.60,0.20
P-2037,0.01,0.47,0.10
P-2038,0.01,0.51,0.43
P-2039,0.01,0.46,0.18
P-2040,0.01,0.42,0.38
P-2041,0.01,0.61,0.13
P-2042,0.01,0.59,0.09
P-2043,0.01,0.33,0.05
P-2044,0.01,0.27,0.26
P-2045,0.01,0.25,0.01
P-2046,0.01,0.48,0.05
P-2047,0.01,0.39,0.42
P-2048,0.01,0.33,0.26
P-2049,0.01,0.54,0.11
P-2050,0.01,0.63,0.19
P-2051,0.01,0.80,0.33
P-2052,0.01,0.46,0.23
P-2053,0.01,0.45,0.36
P-2054,0.01,0.63,0.25
P-2055,0.01,0.45,0.40
P-2056,0.01,0.54,0.24
P-2057,0.01,0.18,0.19
P-2058,0.01,0.65,0.28
P-2059,0.01,0.41,0.13
P-2060,0.01,0.40,0.21
P-2061,0.01,0.42,0.11
P-2062,0.01,0.67,0.12
P-2063,0.01,0.78,0.30
P-2064,0.01,0.28,0.26
P-2065,0.01,0.64,0.06
P-2066,0.01,0.59,0.19
P-2067,0.01,0.60,0.21
P-2068,0.01,0.24,0.01
P-2069,0.01,0.44,0.04
P-2070,0.01,0.29,0.01
P-2071,0.01,0.38,0.20
P-2072,0.01,0.55,0.52
P-2073,0.01,0.49,0.15
P-2074,0.01,0.49,0.19
P-2075,0.01,0.46,0.55
P-2076,0.01,0.76,0.37
P-2077,0.07,0.23,0.08
P-2078,0.01,0.36,0.26
P-2079,0.01,0.62,0.26
P-2080,0.01,0.58,0.20
P-2081,0.01,0.52,0.28
P-2082,0.01,0.69,0.25
P-2083,0.01,0.41,0.11
P-2084,0.01,0.33,0.10
P-2085,0.01,0.51,0.12
P-2086,0.01,0.30,0.13
P-2087,0.01,0.61,0.17
P-2088,0.01,0.51,0.30
P-2089,0.01,0.46,0.12
P-2090,0.01,0.69,0.28
P-2091,0.01,0.53,0.14
P-2092,0.01,0.50,0.19
P-2093,0.21,0.30,0.01
P-2094,0.01,0.55,0.25
P-2095,0.01,0.33,0.15
P-2096,0.01,0.49,0.42
P-2097,0.01,0.48,0.30
P-2098,0.01,0.48,0.41
P-2099,0.01,0.65,0.40
P-2100,0.01,0.53,0.01
P-2101,0.01,0.49,0.40
P-2102,0.01,0.47,0.10
P-2103,0.01,0.45,0.24
P-2104,0.01,0.56,0.27
P-2105,0.01,0.54,0.48
P-2106,0.01,0.69,0.20
P-2107,0.01,0.54,0.22
P-2108,0.01,0.33,0.09
P-2109,0.01,0.66,0.25
P-2110,0.01,0.70,0.20
P-2111,0.01,0.60,0.22
P-2112,0.01,0.51,0.10
P-2113,0.01,0.46,0.21
P-2114,0.01,0.48,0.31
P-2115,0.01,0.53,0.23
P-2116,0.01,0.64,0.45
P-2117,0.01,0.31,0.12
P-2118,0.12,0.31,0.32
P-2119,0.01,0.36,0.14
P-2120,0.01,0.32,0.21
P-2121,0.01,0.78,0.39
P-2122,0.01,0.48,0.27
P-2123,0.01,0.46,0.14
P-2124,0.01,0.53,0.24
P-2125,0.01,0.63,0.53
P-2126,0.01,0.29,0.18
P-2127,0.01,0.62,0.44
P-2128,0.01,0.28,0.07
P-2129,0.01,0.47,0.10
P-2130,0.01,0.54,0.15
P-2131,0.01,0.55,0.17
P-2132,0.01,0.53,0.01
P-2133,0.01,0.69,0.49
P-2134,0.01,0.48,0.11
P-2135,0.01,0.33,0.19
P-2136,0.01,0.52,0.04
P-2137,0.01,0.48,0.24
P-2138,0.01,0.49,0.16
P-2139,0.01,0.43,0.15
P-2140,0.01,0.30,0.23
P-2141,0.01,0.44,0.15
P-2142,0.01,0.25,0.01
P-2143,0.01,0.49,0.12
P-2144,0.01,0.60,0.28
P-2145,0.01,0.54,0.27
P-2146,0.01,0.45,0.10
P-2147,0.01,0.64,0.29
P-2148,0.01,0.34,0.29
P-2149,0.01,0.58,0.22
P-2150,0.01,0.65,0.08
P-2151,0.01,0.69,0.11
P-2152,0.01,0.57,0.41
P-2153,0.01,0.32,0.02
P-2154,0.01,0.51,0.33
P-2155,0.01,0.35,0.24
P-2156,0.01,0.55,0.43
P-2157,0.01,0.47,0.12
P-2158,0.01,0.58,0.37
P-2159,0.01,0.62,0.40
P-2160,0.01,0.45,0.18
P-2161,0.01,0.52,0.10
P-2162,0.01,0.33,0.17
P-2163,0.01,0.39,0.05
P-2164,0.01,0.67,0.21
P-2165,0.01,0.68,0.34
P-2166,0.01,0.17,0.01
P-2167,0.01,0.58,0.37
P-2168,0.01,0.58,0.35
P-2169,0.01,0.47,0.08
P-2170,0.01,0.44,0.30
P-2171,0.01,0.46,0.04
P-2172,0.01,0.51,0.34
P-2173,0.01,0.60,0.42
P-2174,0.01,0.39,0.01
P-2175,0.01,0.55,0.16
P-2176,0.01,0.66,0.34
P-2177,0.01,0.38,0.19
P-2178,0.01,0.44,0.15
P-2179,0.01,0.55,0.08
P-2180,0.01,0.74,0.36
P-2181,0.01,0.78,0.29
P-2182,0.01,0.61,0.19
P-2183,0.01,0.44,0.01
P-2184,0.01,0.61,0.38
P-2185,0.01,0.54,0.25
P-2186,0.01,0.33,0.20
P-2187,0.01,0.75,0.25
P-2188,0.01,0.30,0.06
P-2189,0.01,0.40,0.14
P-2190,0.01,0.45,0.20
P-2191,0.01,0.64,0.45
P-2192,0.01,0.66,0.41
P-2193,0.01,0.39,0.01
P-2194,0.01,0.76,0.48
P-2195,0.01,0.70,0.23
P-2196,0.01,0.62,0.15
P-2197,0.01,0.46,0.26
P-2198,0.01,0.59,0.09
P-2199,0.01,0.55,0.14
P-2200,0.01,0.29,0.07
P-2201,0.01,0.45,0.32
P-2202,0.01,0.74,0.18
P-2203,0.01,0.36,0.02
P-2204,0.01,0.38,0.17
P-2205,0.01,0.57,0.27
P-2206,0.01,0.33,0.17
P-2207,0.01,0.55,0.17
P-2208,0.01,0.75,0.12
P-2209,0.01,0.50,0.01
P-2210,0.01,0.47,0.46
P-2211,0.01,0.39,0.03
P-2212,0.01,0.53,0.10
P-2213,0.01,0.49,0.11
P-2214,0.01,0.48,0.13
P-2215,0.01,0.48,0.01
P-2216,0.01,0.39,0.01
P-2217,0.01,0.45,0.04
P-2218,0.01,0.60,0.26
P-2219,0.01,0.69,0.24
P-2220,0.01,0.43,0.23
P-2221,0.01,0.60,0.06
P-2222,0.01,0.45,0.37
P-2223,0.01,0.62,0.10
P-2224,0.01,0.50,0.39
P-2225,0.01,0.47,0.13
P-2226,0.01,0.45,0.15
P-2227,0.01,0.41,0.01
P-2228,0.01,0.64,0.25
P-2229,0.01,0.33,0.23
P-2230,0.01,0.62,0.01
P-2231,0.01,0.36,0.33
P-2232,0.01,0.54,0.16
P-2233,0.01,0.54,0.15
P-2234,0.01,0.43,0.24
P-2235,0.01,0.48,0.41
P-2236,0.01,0.43,0.11
P-2237,0.01,0.55,0.20
P-2238,0.01,0.47,0.14
P-2239,0.01,0.45,0.14
P-2240,0.01,0.44,0.18
P-2241,0.01,0.50,0.10
P-2242,0.01,0.57,0.13
P-2243,0.01,0.63,0.08
P-2244,0.01,0.70,0.37
P-2245,0.01,0.62,0.24
P-2246,0.01,0.53,0.18
P-2247,0.01,0.46,0.12
P-2248,0.01,0.55,0.31
P-2249,0.01,0.73,0.20
P-2250,0.01,0.40,0.20
P-2251,0.01,0.47,0.04
P-2252,0.01,0.73,0.36
P-2253,0.01,0.39,0.41
P-2254,0.01,0.61,0.18
P-2255,0.01,0.32,0.01
P-2256,0.01,0.32,0.23
P-2257,0.01,0.62,0.18
P-2258,0.01,0.71,0.38
P-2259,0.01,0.34,0.21
P-2260,0.01,0.67,0.26
P-2261,0.01,0.60,0.32
P-2262,0.01,0.34,0.03
P-2263,0.01,0.37,0.14
P-2264,0.01,0.44,0.17
P-2265,0.01,0.50,0.29
P-2266,0.01,0.35,0.01
P-2267,0.01,0.49,0.07
P-2268,0.01,0.24,0.01
P-2269,0.01,0.38,0.05
P-2270,0.01,0.39,0.04
P-2271,0.01,0.41,0.24
P-2272,0.01,0.33,0.07
P-2273,0.01,0.30,0.09
P-2274,0.01,0.55,0.19
P-2275,0.01,0.40,0.21
P-2276,0.01,0.44,0.12
P-2277,0.01,0.86,0.37
P-2278,0.01,0.59,0.49
P-2279,0.01,0.48,0.49
P-2280,0.01,0.72,0.22
P-2281,0.01,0.76,0.23
P-2282,0.01,0.71,0.52
P-2283,0.01,0.38,0.17
P-2284,0.01,0.44,0.14
P-2285,0.01,0.55,0.02
P-2286,0.01,0.48,0.01
P-2287,0.01,0.73,0.38
P-2288,0.01,0.51,0.37
P-2289,0.01,0.54,0.46
P-2290,0.01,0.84,0.33
P-2291,0.01,0.30,0.01
P-2292,0.01,0.57,0.20
P-2293,0.01,0.32,0.26
P-2294,0.01,0.58,0.12
P-2295,0.01,0.44,0.09
P-2296,0.01,0.41,0.22
P-2297,0.01,0.67,0.47
P-2298,0.01,0.73,0.34
P-2299,0.01,0.46,0.20
P-2300,0.01,0.62,0.01
P-2301,0.01,0.63,0.12
P-2302,0.01,0.67,0.20
P-2303,0.01,0.59,0.15
P-2304,0.01,0.55,0.17
P-2305,0.01,0.45,0.25
P-2306,0.01,0.61,0.28
P-2307,0.01,0.54,0.35
P-2308,0.01,0.60,0.26
P-2309,0.01,0.74,0.31
P-2310,0.01,0.51,0.13
P-2311,0.01,0.54,0.34
P-2312,0.01,0.41,0.12
P-2313,0.01,0.46,0.27
P-2314,0.01,0.61,0.22
P-2315,0.01,0.30,0.01
P-2316,0.01,0.48,0.08
P-2317,0.01,0.76,0.39
P-2318,0.01,0.63,0.64
P-2319,0.01,0.52,0.23
P-2320,0.01,0.50,0.35
P-2321,0.01,0.31,0.03
P-2322,0.01,0.70,0.33
P-2323,0.01,0.83,0.39
P-2324,0.01,0.70,0.33
P-2325,0.01,0.56,0.31
P-2326,0.01,0.69,0.59
P-2327,0.01,0.74,0.44
P-2328,0.01,0.33,0.01
P-2329,0.01,0.65,0.03
P-2330,0.01,0.46,0.17
P-2331,0.01,0.50,0.04
P-2332,0.01,0.45,0.40
P-2333,0.01,0.37,0.38
P-2334,0.01,0.53,0.01
P-2335,0.01,0.51,0.01
P-2336,0.01,0.45,0.32
P-2337,0.01,0.64,0.10
P-2338,0.01,0.58,0.12
P-2339,0.01,0.50,0.14
P-2340,0.01,0.32,0.11
P-2341,0.01,0.61,0.35
P-2342,0.01,0.43,0.28
P-2343,0.01,0.55,0.35
P-2344,0.01,0.16,0.22
P-2345,0.01,0.47,0.31
P-2346,0.01,0.56,0.29
P-2347,0.01,0.46,0.21
P-2348,0.01,0.41,0.09
P-2349,0.01,0.39,0.18
P-2350,0.01,0.65,0.59
P-2351,0.01,0.62,0.25
P-2352,0.01,0.51,0.29
P-2353,0.01,0.52,0.02
P-2354,0.01,0.85,0.56
P-2355,0.01,0.57,0.08
P-2356,0.01,0.61,0.23
P-2357,0.01,0.47,0.09
P-2358,0.01,0.48,0.29
P-2359,0.01,0.59,0.40
P-2360,0.01,0.80,0.27
P-2361,0.01,0.43,0.28
P-2362,0.01,0.50,0.38
P-2363,0.01,0.30,0.01
P-2364,0.01,0.33,0.01
P-2365,0.01,0.71,0.55
P-2366,0.01,0.47,0.27
P-2367,0.01,0.50,0.01
P-2368,0.01,0.63,0.48
P-2369,0.01,0.39,0.01
P-2370,0.01,0.46,0.27
P-2371,0.01,0.79,0.39
P-2372,0.01,0.67,0.06
P-2373,0.01,0.64,0.31
P-2374,0.01,0.49,0.03
P-2375,0.01,0.40,0.35
P-2376,0.01,0.78,0.18
P-2377,0.01,0.35,0.17
P-2378,0.01,0.64,0.54
P-2379,0.01,0.51,0.12
P-2380,0.01,0.62,0.01
P-2381,0.01,0.43,0.12
P-2382,0.01,0.74,0.26
P-2383,0.01,0.18,0.11
P-2384,0.01,0.38,0.36
P-2385,0.01,0.63,0.44
P-2386,0.01,0.61,0.31
P-2387,0.01,0.67,0.27
P-2388,0.18,0.30,0.22
P-2389,0.01,0.55,0.08
P-2390,0.01,0.48,0.22
P-2391,0.01,0.39,0.08
P-2392,0.01,0.44,0.26
P-2393,0.01,0.31,0.01
P-2394,0.01,0.38,0.33
P-2395,0.01,0.78,0.48
P-2396,0.01,0.53,0.37
P-2397,0.01,0.41,0.21
P-2398,0.01,0.42,0.14
P-2399,0.01,0.34,0.03
P-2400,0.01,0.55,0.38
P-2401,0.01,0.46,0.21
P-2402,0.01,0.62,0.29
P-2403,0.01,0.54,0.01
P-2404,0.01,0.86,0.10
P-2405,0.01,0.31,0.17
P-2406,0.01,0.60,0.38
P-2407,0.05,0.36,0.25
P-2408,0.01,0.69,0.26
P-2409,0.01,0.68,0.22
P-2410,0.01,0.74,0.33
P-2411,0.01,0.49,0.48
P-2412,0.01,0.38,0.32
P-2413,0.01,0.28,0.04
P-2414,0.01,0.33,0.03
P-2415,0.01,0.54,0.27
P-2416,0.01,0.58,0.02
P-2417,0.01,0.37,0.23
P-2418,0.01,0.43,0.32
P-2419,0.01,0.75,0.44
P-2420,0.01,0.56,0.56
P-2421,0.01,0.54,0.39
P-2422,0.01,0.55,0.28
P-2423,0.01,0.44,0.33
P-2424,0.01,0.33,0.15
P-2425,0.08,0.15,0.34
P-2426,0.01,0.55,0.34
P-2427,0.01,0.46,0.39
P-2428,0.01,0.47,0.19
P-2429,0.01,0.72,0.35
P-2430,0.01,0.21,0.05
P-2431,0.01,0.62,0.38
P-2432,0.01,0.46,0.41
P-2433,0.01,0.42,0.19
P-2434,0.01,0.58,0.20
P-2435,0.01,0.68,0.11
P-2436,0.01,0.49,0.01
P-2437,0.01,0.43,0.13
P-2438,0.01,0.48,0.01
P-2439,0.01,0.58,0.38
P-2440,0.01,0.62,0.38
P-2441,0.01,0.41,0.12
P-2442,0.01,0.47,0.32
P-2443,0.01,0.35,0.39
P-2444,0.01,0.61,0.25
P-2445,0.01,0.40,0.19
P-2446,0.01,0.64,0.01
P-2447,0.01,0.62,0.36
P-2448,0.01,0.59,0.12
P-2449,0.01,0.42,0.10
P-2450,0.01,0.38,0.25
P-2451,0.01,0.42,0.11
P-2452,0.01,0.70,0.31
P-2453,0.01,0.81,0.28
P-2454,0.01,0.45,0.11
P-2455,0.01,0.35,0.24
P-2456,0.01,0.59,0.27
P-2457,0.01,0.44,0.10
P-2458,0.01,0.78,0.36
P-2459,0.01,0.47,0.29
P-2460,0.01,0.41,0.21
P-2461,0.01,0.46,0.19
P-2462,0.01,0.49,0.13
P-2463,0.01,0.69,0.21
P-2464,0.01,0.63,0.25
P-2465,0.01,0.59,0.18
P-2466,0.01,0.45,0.03
