id,background_type,crest_vision_holder,O,C,E,A,N,DT,NFC,SM,status,ch_id,dorm,grade,mana_color,major,vocation,noble_house,race,origin
P-2023,common_noble,false,0.36,0.82,0.47,0.45,0.32,0.26,0.57,0.37,uninstantiated,,자탑 기숙사,2학년,자,전심학파,마법사,,,
P-2024,nonhuman,false,0.60,0.72,0.80,0.86,0.65,0.20,0.34,0.38,uninstantiated,,녹탑 기숙사,1학년,녹,정령계약학파,마법사,,오크,
P-2025,common_noble,false,0.30,0.49,0.29,0.41,0.54,0.18,0.24,0.21,uninstantiated,,기사동,2학년,자,병참·군정과,기사,,,
P-2026,common_noble,false,0.53,0.58,0.67,0.58,0.83,0.17,0.58,0.28,uninstantiated,,청탑 기숙사,1학년,청,구속연쇄학파,마법사,,,
P-2027,common_noble,false,0.97,0.76,0.16,0.45,0.49,0.30,0.77,0.11,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,,
P-2028,common_noble,false,0.42,0.60,0.76,0.55,0.27,0.01,0.01,0.40,uninstantiated,,신전동군,1학년,녹,Silvaria 신전과,사제,,,
P-2029,common_noble,false,0.69,0.59,0.41,0.71,0.38,0.22,0.66,0.25,uninstantiated,,신전동군,2학년,황,Lusenia 신전과,사제,,,
P-2030,common_noble,false,0.78,0.75,0.30,0.46,0.57,0.19,0.86,0.23,uninstantiated,,황탑 기숙사,2학년,황,관성조율학파,마법사,,,
P-2031,common_noble,false,0.49,0.79,0.67,0.99,0.51,0.29,0.29,0.53,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-2032,common_noble,false,0.61,0.90,0.72,0.48,0.48,0.20,0.81,0.47,uninstantiated,,기사동,1학년,청,지휘참모과,기사,,,
P-2033,common_noble,false,0.51,0.32,0.33,0.42,0.78,0.57,0.01,0.54,uninstantiated,,기사동,2학년,청,방패호위과,기사,,,
P-2034,common_noble,false,0.65,0.63,0.31,0.68,0.34,0.11,0.68,0.05,uninstantiated,,기사동,3학년,자,병참·군정과,기사,,,
P-2035,common_noble,false,0.73,0.85,0.73,0.49,0.85,0.38,0.60,0.47,uninstantiated,,기사동,1학년,적,기동타격과,기사,,,
P-2036,common_noble,false,0.75,0.65,0.45,0.55,0.44,0.37,0.30,0.40,uninstantiated,,기사동,연구과정,녹,검창전술과,기사,,,
P-2037,common_noble,false,0.56,0.65,0.31,0.62,0.42,0.14,0.57,0.44,uninstantiated,,자탑 기숙사,1학년,자,전심학파,마법사,,,
P-2038,common_noble,false,0.54,0.66,0.83,0.70,0.41,0.41,0.69,0.65,uninstantiated,,녹탑 기숙사,2학년,녹,약리전술학파,마법사,,,
P-2039,common_noble,false,0.78,0.40,0.40,0.95,0.68,0.05,0.56,0.38,uninstantiated,,청탑 기숙사,3학년,청,구속연쇄학파,마법사,,,
P-2040,common_noble,false,0.65,0.28,0.56,0.82,0.35,0.30,0.55,0.54,uninstantiated,,황탑 기숙사,3학년,황,전자유도학파,마법사,,,
P-2041,common_noble,false,0.69,0.80,0.43,0.58,0.51,0.35,0.56,0.25,uninstantiated,,기사동,1학년,자,검창전술과,기사,,,
P-2042,common_noble,false,0.63,0.86,0.36,0.87,0.57,0.17,0.37,0.41,uninstantiated,,황탑 기숙사,2학년,황,공성진동학파,마법사,,,
P-2043,common_noble,false,0.36,0.59,0.24,0.49,0.30,0.54,0.49,0.01,uninstantiated,,기사동,4학년,백,지휘참모과,기사,,,
P-2044,common_noble,false,0.34,0.61,0.80,0.69,0.72,0.23,0.60,0.55,uninstantiated,,자탑 기숙사,4학년,자,전심학파,마법사,,,
P-2045,common_noble,false,0.37,0.51,0.19,0.54,0.48,0.08,0.50,0.23,uninstantiated,,청탑 기숙사,4학년,청,방벽수호학파,마법사,,,
P-2046,common_noble,false,0.64,0.57,0.21,0.44,0.37,0.13,0.26,0.22,uninstantiated,,기사동,1학년,황,공성·공병과,기사,,,
P-2047,common_noble,false,0.57,0.41,0.84,0.41,0.43,0.56,0.26,0.52,uninstantiated,,기사동,4학년,녹,공성·공병과,기사,,,
P-2048,common_noble,false,0.49,0.55,0.79,0.51,0.72,0.51,0.31,0.43,uninstantiated,,자탑 기숙사,1학년,자,전심학파,마법사,,,
P-2049,common_noble,false,0.62,0.72,0.31,0.81,0.46,0.13,0.36,0.52,uninstantiated,,녹탑 기숙사,3학년,녹,정령계약학파,마법사,,,
P-2050,common_noble,false,0.71,0.75,0.45,0.49,0.38,0.07,0.63,0.85,uninstantiated,,청탑 기숙사,1학년,청,방벽수호학파,마법사,,,
P-2051,common_noble,false,0.99,0.80,0.73,0.57,0.61,0.39,0.80,0.68,uninstantiated,,청탑 기숙사,3학년,청,구속연쇄학파,마법사,,,
P-2052,common_noble,false,0.61,0.55,0.52,0.65,0.48,0.09,0.32,0.34,uninstantiated,,기사동,4학년,녹,공성·공병과,기사,,,
P-2053,common_noble,false,0.55,0.57,0.74,0.83,0.54,0.41,0.60,0.60,uninstantiated,,황탑 기숙사,2학년,황,관성조율학파,마법사,,,
P-2054,common_noble,false,0.87,0.71,0.73,0.59,0.80,0.77,0.72,0.56,uninstantiated,,청탑 기숙사,1학년,청,방벽수호학파,마법사,,,
P-2055,common_noble,false,0.46,0.67,0.83,0.59,0.42,0.36,0.43,0.39,uninstantiated,,신전동군,3학년,적,Valerion 신전과,사제,,,
P-2056,common_noble,false,0.83,0.49,0.59,0.25,0.54,0.56,0.54,0.26,uninstantiated,,황탑 기숙사,3학년,황,공성진동학파,마법사,,,
P-2057,nonhuman,false,0.43,0.28,0.51,0.96,0.71,0.20,0.07,0.39,uninstantiated,,녹탑 기숙사,1학년,녹,약리전술학파,마법사,,하플링,
P-2058,common_noble,false,0.54,0.99,0.63,0.79,0.40,0.01,0.60,0.56,uninstantiated,,황탑 기숙사,2학년,황,관성조율학파,마법사,,,
P-2059,common_noble,false,0.60,0.51,0.40,0.52,0.50,0.23,0.47,0.13,uninstantiated,,녹탑 기숙사,1학년,녹,균사전장학파,마법사,,,
P-2060,common_noble,false,0.49,0.56,0.44,0.86,0.45,0.01,0.49,0.29,uninstantiated,,기사동,3학년,황,지휘참모과,기사,,,
P-2061,common_noble,false,0.78,0.34,0.35,0.59,0.64,0.14,0.53,0.44,uninstantiated,,기사동,1학년,청,병참·군정과,기사,,,
P-2062,common_noble,false,0.84,0.76,0.36,0.77,0.60,0.40,0.69,0.36,uninstantiated,,황탑 기숙사,4학년,황,관성조율학파,마법사,,,
P-2063,common_noble,false,0.89,0.74,0.49,0.33,0.19,0.31,0.69,0.66,uninstantiated,,적탑 기숙사,3학년,적,화염포격학파,마법사,,,
P-2064,common_noble,false,0.32,0.67,0.85,0.55,0.72,0.45,0.42,0.24,uninstantiated,,녹탑 기숙사,3학년,녹,정령계약학파,마법사,,,
P-2065,common_noble,false,0.82,0.81,0.37,0.67,0.70,0.15,0.78,0.65,uninstantiated,,기사동,4학년,자,기동타격과,기사,,,
P-2066,common_noble,false,0.64,0.89,0.63,0.87,0.75,0.12,0.59,0.18,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-2067,foreigner,false,0.86,0.59,0.55,0.44,0.59,0.51,0.65,0.13,uninstantiated,,녹탑 기숙사,4학년,녹,약리전술학파,마법사,,,ARC-인접왕국권
P-2068,common_noble,false,0.49,0.61,0.36,0.40,0.99,0.44,0.34,0.18,uninstantiated,,기사동,4학년,녹,공성·공병과,기사,,,
P-2069,common_noble,false,0.59,0.72,0.47,0.55,0.77,0.40,0.41,0.14,uninstantiated,,적탑 기숙사,1학년,적,화염포격학파,마법사,,,
P-2070,common_noble,false,0.48,0.57,0.32,0.36,0.70,0.38,0.46,0.23,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-2071,common_noble,false,0.61,0.43,0.53,0.53,0.57,0.33,0.38,0.39,uninstantiated,,신전동군,3학년,자,Calision 신전과,사제,,,
P-2072,common_noble,false,0.86,0.21,0.68,0.54,0.20,0.16,0.61,0.58,uninstantiated,,백탑 기숙사,1학년,백,순백응급학파,마법사,,,
P-2073,common_noble,false,0.56,0.63,0.30,0.74,0.33,0.01,0.53,0.23,uninstantiated,,황탑 기숙사,1학년,황,전자유도학파,마법사,,,
P-2074,common_noble,false,0.60,0.57,0.38,0.48,0.28,0.23,0.49,0.44,uninstantiated,,기사동,2학년,자,궁노사격과,기사,,,
P-2075,common_noble,false,0.49,0.56,0.99,0.54,0.31,0.37,0.46,0.58,uninstantiated,,신전동군,3학년,청,Calision 신전과,사제,,,
P-2076,common_noble,false,0.79,0.76,0.51,0.85,0.22,0.01,0.65,0.66,uninstantiated,,청탑 기숙사,3학년,청,구속연쇄학파,마법사,,,
P-2077,common_noble,false,0.60,0.31,0.53,0.41,0.85,0.52,0.14,0.32,uninstantiated,,적탑 기숙사,1학년,적,폭연연성학파,마법사,,,
P-2078,common_noble,false,0.47,0.55,0.67,0.39,0.48,0.42,0.48,0.30,uninstantiated,,기사동,2학년,자,지휘참모과,기사,,,
P-2079,nonhuman,false,0.66,0.72,0.44,0.70,0.28,0.01,0.64,0.18,uninstantiated,,신전동군,2학년,흑,Valerion 신전과,사제,,하플링,
P-2080,common_noble,false,0.69,0.74,0.54,0.65,0.57,0.10,0.70,0.38,uninstantiated,,기사동,3학년,자,공성·공병과,기사,,,
P-2081,common_noble,false,0.59,0.62,0.51,0.63,0.31,0.28,0.48,0.26,uninstantiated,,적탑 기숙사,4학년,적,화염포격학파,마법사,,,
P-2082,foreigner,false,0.95,0.51,0.38,0.44,0.29,0.35,0.91,0.25,uninstantiated,,청탑 기숙사,1학년,청,결속조형학파,마법사,,,출신불명
P-2083,common_noble,false,0.61,0.58,0.51,0.38,0.65,0.24,0.43,0.42,uninstantiated,,녹탑 기숙사,연구과정,녹,약리전술학파,마법사,,,
P-2084,common_noble,false,0.42,0.53,0.33,0.56,0.41,0.30,0.29,0.06,uninstantiated,,백탑 기숙사,3학년,백,순백응급학파,마법사,,,
P-2085,common_noble,false,0.79,0.52,0.39,0.52,0.60,0.48,0.42,0.56,uninstantiated,,적탑 기숙사,1학년,적,화염포격학파,마법사,,,
P-2086,nonhuman,false,0.71,0.16,0.33,0.56,0.59,0.53,0.18,0.39,uninstantiated,,적탑 기숙사,4학년,적,화염포격학파,마법사,,고블린,
P-2087,common_noble,false,0.78,0.70,0.46,0.53,0.53,0.26,0.81,0.38,uninstantiated,,백탑 기숙사,1학년,백,순백응급학파,마법사,,,
P-2088,foreigner,false,0.61,0.66,0.71,0.51,0.51,0.27,0.72,0.32,uninstantiated,,백탑 기숙사,연구과정,백,순백응급학파,마법사,,,출신불명
P-2089,common_noble,false,0.79,0.44,0.42,0.51,0.68,0.29,0.59,0.47,uninstantiated,,기사동,3학년,황,공성·공병과,기사,,,
P-2090,nonhuman,false,0.93,0.61,0.56,0.54,0.50,0.37,0.56,0.47,uninstantiated,,적탑 기숙사,1학년,적,폭연연성학파,마법사,,하플링,
P-2091,common_noble,false,0.59,0.79,0.49,0.66,0.58,0.24,0.79,0.26,uninstantiated,,황탑 기숙사,2학년,황,관성조율학파,마법사,,,
P-2092,common_noble,false,0.54,0.74,0.57,0.36,0.44,0.44,0.48,0.42,uninstantiated,,녹탑 기숙사,2학년,녹,약리전술학파,마법사,,,
P-2093,common_noble,false,0.61,0.57,0.55,0.13,0.99,0.62,0.37,0.03,uninstantiated,,기사동,1학년,황,검창전술과,기사,,,
P-2094,common_noble,false,0.60,0.70,0.54,0.48,0.34,0.40,0.75,0.19,uninstantiated,,기사동,2학년,적,공성·공병과,기사,,,
P-2095,common_noble,false,0.50,0.48,0.48,0.53,0.55,0.37,0.50,0.21,uninstantiated,,기사동,4학년,녹,병참·군정과,기사,,,
P-2096,common_noble,false,0.52,0.48,0.54,0.91,0.13,0.23,0.79,0.57,uninstantiated,,자탑 기숙사,2학년,자,심상환영학파,마법사,,,
P-2097,common_noble,false,0.50,0.69,0.63,0.82,0.44,0.30,0.55,0.46,uninstantiated,,자탑 기숙사,2학년,자,전심학파,마법사,,,
P-2098,common_noble,false,0.66,0.44,0.73,0.66,0.43,0.20,0.46,0.69,uninstantiated,,신전동군,연구과정,적,Valerion 신전과,사제,,,
P-2099,common_noble,false,0.66,0.80,0.77,0.62,0.37,0.01,0.56,0.40,uninstantiated,,녹탑 기숙사,2학년,녹,정령계약학파,마법사,,,
P-2100,common_noble,false,0.63,0.92,0.23,0.66,0.80,0.41,0.33,0.28,uninstantiated,,황탑 기숙사,3학년,황,관성조율학파,마법사,,,
P-2101,common_noble,false,0.74,0.36,0.66,0.69,0.43,0.36,0.49,0.52,uninstantiated,,기사동,2학년,녹,방패호위과,기사,,,
P-2102,foreigner,false,0.47,0.74,0.33,0.61,0.37,0.01,0.65,0.18,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,,출신불명
P-2103,common_noble,false,0.74,0.43,0.62,0.46,0.63,0.32,0.58,0.50,uninstantiated,,백탑 기숙사,4학년,백,순백응급학파,마법사,,,
P-2104,common_noble,false,0.75,0.54,0.51,0.63,0.44,0.38,0.58,0.44,uninstantiated,,자탑 기숙사,3학년,자,전심학파,마법사,,,
P-2105,common_noble,false,0.72,0.36,0.68,0.45,0.14,0.32,0.42,0.49,uninstantiated,,백탑 기숙사,4학년,백,광휘정화학파,마법사,,,
P-2106,common_noble,false,0.72,0.99,0.68,0.57,0.67,0.16,0.70,0.42,uninstantiated,,백탑 기숙사,1학년,백,역서명파쇄학파,마법사,,,
P-2107,common_noble,false,0.84,0.50,0.60,0.20,0.57,0.71,0.70,0.41,uninstantiated,,황탑 기숙사,4학년,황,관성조율학파,마법사,,,
P-2108,common_noble,false,0.88,0.08,0.29,0.63,0.76,0.27,0.48,0.33,uninstantiated,,자탑 기숙사,3학년,자,전심학파,마법사,,,
P-2109,common_noble,false,0.73,0.74,0.48,0.53,0.32,0.10,0.66,0.36,uninstantiated,,기사동,2학년,백,병참·군정과,기사,,,
P-2110,common_noble,false,0.82,0.81,0.52,0.57,0.52,0.26,0.58,0.22,uninstantiated,,백탑 기숙사,2학년,백,순백응급학파,마법사,,,
P-2111,common_noble,false,0.80,0.54,0.35,0.68,0.36,0.26,0.72,0.42,uninstantiated,,기사동,1학년,녹,중장돌격과,기사,,,
P-2112,common_noble,false,0.75,0.52,0.27,0.61,0.49,0.32,0.15,0.22,uninstantiated,,신전동군,연구과정,황,Valerion 신전과,사제,,,
P-2113,common_noble,false,0.63,0.52,0.47,0.58,0.45,0.43,0.55,0.26,uninstantiated,,적탑 기숙사,2학년,적,폭연연성학파,마법사,,,
P-2114,common_noble,false,0.64,0.55,0.69,0.57,0.52,0.37,0.85,0.45,uninstantiated,,황탑 기숙사,2학년,황,관성조율학파,마법사,,,
P-2115,common_noble,false,0.60,0.54,0.30,0.62,0.12,0.25,0.35,0.50,uninstantiated,,기사동,2학년,자,병참·군정과,기사,,,
P-2116,common_noble,false,0.67,0.77,0.88,0.71,0.46,0.19,0.60,0.60,uninstantiated,,녹탑 기숙사,3학년,녹,약리전술학파,마법사,,,
P-2117,common_noble,false,0.44,0.52,0.40,0.90,0.61,0.20,0.40,0.27,uninstantiated,,기사동,3학년,황,지휘참모과,기사,,,
P-2118,common_noble,false,0.45,0.48,0.83,0.16,0.51,0.58,0.34,0.39,uninstantiated,,흑탑 기숙사,3학년,흑,침식주술학파,마법사,,,
P-2119,common_noble,false,0.60,0.48,0.51,0.66,0.73,0.37,0.57,0.46,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-2120,common_noble,false,0.48,0.44,0.49,0.90,0.57,0.33,0.47,0.07,uninstantiated,,황탑 기숙사,2학년,황,관성조율학파,마법사,,,
P-2121,common_noble,false,0.99,0.82,0.96,0.43,0.75,0.48,0.76,0.67,uninstantiated,,기사동,1학년,녹,기마·마수운용과,기사,,,
P-2122,common_noble,false,0.52,0.75,0.78,0.31,0.53,0.42,0.62,0.18,uninstantiated,,청탑 기숙사,4학년,청,결속조형학파,마법사,,,
P-2123,common_noble,false,0.55,0.59,0.32,0.49,0.29,0.13,0.50,0.14,uninstantiated,,청탑 기숙사,3학년,청,방벽수호학파,마법사,,,
P-2124,common_noble,false,0.82,0.31,0.29,0.63,0.27,0.27,0.96,0.35,uninstantiated,,자탑 기숙사,2학년,자,전심학파,마법사,,,
P-2125,nonhuman,false,0.72,0.61,0.87,0.75,0.35,0.23,0.64,0.93,uninstantiated,,녹탑 기숙사,3학년,녹,균사전장학파,마법사,,고블린,
P-2126,common_noble,false,0.52,0.41,0.58,0.61,0.69,0.42,0.41,0.64,uninstantiated,,녹탑 기숙사,2학년,녹,균사전장학파,마법사,,,
P-2127,nonhuman,false,0.82,0.52,0.74,0.79,0.46,0.58,0.40,0.67,uninstantiated,,기사동,1학년,청,공성·공병과,기사,,고블린,
P-2128,nonhuman,false,0.54,0.39,0.38,0.51,0.63,0.31,0.31,0.37,uninstantiated,,적탑 기숙사,3학년,적,폭연연성학파,마법사,,고블린,
P-2129,common_noble,false,0.70,0.47,0.28,0.41,0.40,0.40,0.66,0.07,uninstantiated,,신전동군,3학년,녹,Enosian 신전과,사제,,,
P-2130,common_noble,false,0.62,0.73,0.44,0.48,0.43,0.43,0.39,0.38,uninstantiated,,청탑 기숙사,4학년,청,방벽수호학파,마법사,,,
P-2131,common_noble,false,0.80,0.55,0.40,0.86,0.63,0.20,0.30,0.31,uninstantiated,,기사동,2학년,자,대마전투과,기사,,,
P-2132,common_noble,false,0.76,0.67,0.16,0.35,0.61,0.67,0.57,0.10,uninstantiated,,기사동,1학년,적,궁노사격과,기사,,,
P-2133,common_noble,false,0.62,0.78,0.76,0.52,0.09,0.16,0.83,0.59,uninstantiated,,기사동,4학년,황,지휘참모과,기사,,,
P-2134,common_noble,false,0.48,0.82,0.43,0.80,0.56,0.18,0.53,0.26,uninstantiated,,기사동,2학년,녹,기마·마수운용과,기사,,,
P-2135,common_noble,false,0.32,0.67,0.54,0.88,0.54,0.04,0.37,0.51,uninstantiated,,황탑 기숙사,1학년,황,관성조율학파,마법사,,,
P-2136,common_noble,false,0.37,0.99,0.31,0.67,0.37,0.03,0.30,0.01,uninstantiated,,기사동,2학년,청,공성·공병과,기사,,,
P-2137,common_noble,false,0.70,0.42,0.44,0.48,0.36,0.38,0.57,0.43,uninstantiated,,기사동,3학년,황,기동타격과,기사,,,
P-2138,common_noble,false,0.70,0.53,0.42,0.55,0.52,0.43,0.61,0.25,uninstantiated,,기사동,4학년,자,대마전투과,기사,,,
P-2139,common_noble,false,0.57,0.59,0.48,0.47,0.51,0.38,0.26,0.31,uninstantiated,,기사동,2학년,백,공성·공병과,기사,,,
P-2140,common_noble,false,0.51,0.39,0.61,0.39,0.53,0.65,0.54,0.46,uninstantiated,,기사동,2학년,청,중장돌격과,기사,,,
P-2141,common_noble,false,0.62,0.54,0.41,0.62,0.52,0.26,0.59,0.21,uninstantiated,,적탑 기숙사,1학년,적,연기전술학파,마법사,,,
P-2142,common_noble,false,0.49,0.47,0.21,0.50,0.70,0.31,0.51,0.24,uninstantiated,,기사동,4학년,청,궁노사격과,기사,,,
P-2143,common_noble,false,0.53,0.78,0.46,0.66,0.55,0.61,0.60,0.31,uninstantiated,,황탑 기숙사,3학년,황,관성조율학파,마법사,,,
P-2144,common_noble,false,0.99,0.41,0.59,0.59,0.66,0.43,0.70,0.39,uninstantiated,,청탑 기숙사,2학년,청,공간쇄정학파,마법사,,,
P-2145,common_noble,false,0.73,0.67,0.75,0.74,0.78,0.19,0.64,0.40,uninstantiated,,적탑 기숙사,2학년,적,폭연연성학파,마법사,,,
P-2146,common_noble,false,0.58,0.66,0.45,0.43,0.57,0.24,0.61,0.31,uninstantiated,,신전동군,3학년,적,Vesperian 신전과,사제,,,
P-2147,foreigner,false,0.50,0.89,0.47,0.71,0.11,0.01,0.39,0.32,uninstantiated,,기사동,1학년,백,궁노사격과,기사,,,ARC-원거리소국권
P-2148,common_noble,false,0.50,0.47,0.72,0.55,0.58,0.54,0.23,0.47,uninstantiated,,백탑 기숙사,4학년,백,순백응급학파,마법사,,,
P-2149,common_noble,false,0.75,0.72,0.66,0.53,0.68,0.28,0.50,0.39,uninstantiated,,기사동,3학년,녹,검창전술과,기사,,,
P-2150,common_noble,false,0.66,0.97,0.41,0.59,0.54,0.18,0.63,0.23,uninstantiated,,백탑 기숙사,1학년,백,순백응급학파,마법사,,,
P-2151,common_noble,false,0.67,0.99,0.40,0.49,0.42,0.16,0.72,0.55,uninstantiated,,기사동,연구과정,황,기동타격과,기사,,,
P-2152,common_noble,false,0.68,0.56,0.65,0.76,0.32,0.32,0.62,0.59,uninstantiated,,적탑 기숙사,1학년,적,연기전술학파,마법사,,,
P-2153,common_noble,false,0.37,0.76,0.49,0.64,0.77,0.15,0.55,0.23,uninstantiated,,신전동군,1학년,적,Valerion 신전과,사제,,,
P-2154,common_noble,false,0.81,0.47,0.80,0.41,0.68,0.32,0.69,0.53,uninstantiated,,기사동,4학년,황,지휘참모과,기사,,,
P-2155,common_noble,false,0.46,0.64,0.80,0.45,0.72,0.47,0.32,0.29,uninstantiated,,신전동군,4학년,적,Valerion 신전과,사제,,,
P-2156,common_noble,false,0.61,0.52,0.59,0.61,0.10,0.32,0.59,0.47,uninstantiated,,기사동,1학년,흑,기동타격과,기사,,,
P-2157,common_noble,false,0.61,0.64,0.45,0.45,0.54,0.38,0.40,0.30,uninstantiated,,청탑 기숙사,4학년,청,방벽수호학파,마법사,,,
P-2158,common_noble,false,0.58,0.73,0.67,0.66,0.30,0.08,0.56,0.32,uninstantiated,,황탑 기숙사,4학년,황,관성조율학파,마법사,,,
P-2159,common_noble,false,0.67,0.57,0.52,0.50,0.02,0.33,0.65,0.56,uninstantiated,,기사동,1학년,녹,대마전투과,기사,,,
P-2160,common_noble,false,0.66,0.50,0.42,0.78,0.56,0.12,0.07,0.32,uninstantiated,,황탑 기숙사,3학년,황,관성조율학파,마법사,,,
P-2161,common_noble,false,0.67,0.73,0.48,0.42,0.62,0.26,0.87,0.29,uninstantiated,,황탑 기숙사,1학년,황,관성조율학파,마법사,,,
P-2162,common_noble,false,0.47,0.53,0.54,0.52,0.56,0.22,0.49,0.30,uninstantiated,,흑탑 기숙사,3학년,흑,침식주술학파,마법사,,,
P-2163,common_noble,false,0.53,0.72,0.54,0.45,0.80,0.58,0.39,0.73,uninstantiated,,신전동군,1학년,적,Valerion 신전과,사제,,,
P-2164,common_noble,false,0.82,0.80,0.60,0.60,0.65,0.35,0.91,0.33,uninstantiated,,황탑 기숙사,4학년,황,관성조율학파,마법사,,,
P-2165,nonhuman,false,0.83,0.63,0.56,0.73,0.38,0.28,0.62,0.20,uninstantiated,,청탑 기숙사,2학년,청,결속조형학파,마법사,,고블린,
P-2166,common_noble,false,0.07,0.85,0.22,0.54,0.66,0.43,0.31,0.01,uninstantiated,,기사동,연구과정,황,검창전술과,기사,,,
P-2167,common_noble,false,0.77,0.53,0.69,0.52,0.42,0.76,0.53,0.63,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-2168,common_noble,false,0.53,0.89,0.81,0.74,0.52,0.01,0.80,0.69,uninstantiated,,기사동,2학년,녹,대마전투과,기사,,,
P-2169,common_noble,false,0.68,0.58,0.32,0.80,0.63,0.08,0.51,0.23,uninstantiated,,청탑 기숙사,4학년,청,방벽수호학파,마법사,,,
P-2170,common_noble,false,0.70,0.39,0.60,0.70,0.54,0.23,0.52,0.66,uninstantiated,,청탑 기숙사,4학년,청,구속연쇄학파,마법사,,,
P-2171,common_noble,false,0.81,0.48,0.32,0.79,0.82,0.13,0.68,0.42,uninstantiated,,신전동군,4학년,적,Lusenia 신전과,사제,,,
P-2172,common_noble,false,0.55,0.75,0.81,0.77,0.60,0.08,0.62,0.47,uninstantiated,,적탑 기숙사,2학년,적,폭연연성학파,마법사,,,
P-2173,common_noble,false,0.83,0.51,0.76,0.70,0.52,0.26,0.60,0.52,uninstantiated,,신전동군,2학년,황,Calision 신전과,사제,,,
P-2174,common_noble,false,0.64,0.38,0.01,0.44,0.34,0.11,0.59,0.26,uninstantiated,,백탑 기숙사,2학년,백,순백응급학파,마법사,,,
P-2175,foreigner,false,0.85,0.51,0.43,0.59,0.61,0.36,0.91,0.52,uninstantiated,,흑탑 기숙사,1학년,흑,흑영잠행학파,마법사,,,SAH-울카자르권
P-2176,common_noble,false,0.60,0.94,0.75,0.64,0.42,0.19,0.69,0.54,uninstantiated,,신전동군,2학년,적,Vesperian 신전과,사제,,,
P-2177,common_noble,false,0.45,0.54,0.42,0.67,0.36,0.30,0.46,0.28,uninstantiated,,백탑 기숙사,2학년,백,순백응급학파,마법사,,,
P-2178,common_noble,false,0.62,0.63,0.54,0.67,0.71,0.37,0.52,0.35,uninstantiated,,신전동군,1학년,청,Vesperian 신전과,사제,,,
P-2179,common_noble,false,0.73,0.63,0.26,0.69,0.51,0.28,0.74,0.60,uninstantiated,,청탑 기숙사,2학년,청,방벽수호학파,마법사,,,
P-2180,common_noble,false,0.65,0.83,0.46,0.69,0.01,0.01,0.61,0.51,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,,
P-2181,common_noble,false,0.82,0.94,0.65,0.46,0.43,0.56,0.70,0.58,uninstantiated,,녹탑 기숙사,2학년,녹,정령계약학파,마법사,,,
P-2182,common_noble,false,0.80,0.62,0.43,0.42,0.41,0.34,0.42,0.47,uninstantiated,,녹탑 기숙사,3학년,녹,정령계약학파,마법사,,,
P-2183,common_noble,false,0.54,0.76,0.35,0.59,0.69,0.01,0.34,0.30,uninstantiated,,신전동군,2학년,백,Silvaria 신전과,사제,,,
P-2184,common_noble,false,0.92,0.36,0.54,0.88,0.44,0.06,0.55,0.55,uninstantiated,,황탑 기숙사,1학년,황,관성조율학파,마법사,,,
P-2185,common_noble,false,0.62,0.73,0.66,0.56,0.55,0.03,0.55,0.57,uninstantiated,,기사동,1학년,녹,공성·공병과,기사,,,
P-2186,common_noble,false,0.52,0.38,0.42,0.71,0.46,0.28,0.64,0.49,uninstantiated,,청탑 기숙사,2학년,청,방벽수호학파,마법사,,,
P-2187,common_noble,false,0.84,0.85,0.55,0.80,0.53,0.10,0.78,0.48,uninstantiated,,청탑 기숙사,1학년,청,방벽수호학파,마법사,,,
P-2188,common_noble,false,0.43,0.51,0.35,0.36,0.46,0.31,0.27,0.20,uninstantiated,,기사동,4학년,황,공성·공병과,기사,,,
P-2189,common_noble,false,0.63,0.56,0.56,0.77,0.83,0.60,0.38,0.43,uninstantiated,,황탑 기숙사,1학년,황,전자유도학파,마법사,,,
P-2190,common_noble,false,0.48,0.89,0.85,0.49,0.83,0.46,0.68,0.40,uninstantiated,,적탑 기숙사,연구과정,적,화염포격학파,마법사,,,
P-2191,common_noble,false,0.77,0.56,0.70,0.76,0.32,0.32,0.77,0.52,uninstantiated,,신전동군,1학년,청,Silvaria 신전과,사제,,,
P-2192,common_noble,false,0.69,0.72,0.68,0.75,0.31,0.02,0.64,0.91,uninstantiated,,청탑 기숙사,1학년,청,방벽수호학파,마법사,,,
P-2193,common_noble,false,0.60,0.57,0.30,0.52,0.66,0.17,0.41,0.05,uninstantiated,,황탑 기숙사,3학년,황,관성조율학파,마법사,,,
P-2194,common_noble,false,0.90,0.62,0.68,0.83,0.29,0.15,0.86,0.72,uninstantiated,,적탑 기숙사,1학년,적,화염포격학파,마법사,,,
P-2195,common_noble,false,0.79,0.79,0.45,0.75,0.42,0.15,0.55,0.29,uninstantiated,,청탑 기숙사,1학년,청,구속연쇄학파,마법사,,,
P-2196,nonhuman,false,0.65,0.86,0.45,0.69,0.49,0.01,0.67,0.38,uninstantiated,,적탑 기숙사,2학년,적,화염포격학파,마법사,,비스트킨,
